Year,Month,Data,mm,SLR
1978,8,17,2670,7
1978,8,18,2677,-8
1978,8,19,2669,10
1978,8,20,2679,-14
1978,8,21,2665,22
1978,8,22,2687,-13
1978,8,23,2674,29
1978,8,24,2703,65
1978,8,25,2768,-13
1978,8,26,2755,-51
1978,8,27,2704,-5
1978,8,28,2699,38
1978,8,29,2737,-84
1978,8,30,2653,-36
1978,8,31,2617,24
1978,9,1,2641,-23
1978,9,2,2618,33
1978,9,3,2651,81
1978,9,4,2732,-27
1978,9,5,2705,-42
1978,9,6,2663,62
1978,9,7,2725,9
1978,9,8,2734,-27
1978,9,9,2707,16
1978,9,10,2723,-42
1978,9,11,2681,-11
1978,9,12,2670,-5
1978,9,13,2665,-16
1978,9,14,2649,-57
1978,9,15,2592,38
1978,9,16,2630,31
1978,9,17,2661,-36
1978,9,18,2625,1
1978,9,19,2626,19
1978,9,20,2645,-24
1978,9,21,2621,5
1978,9,22,2626,7
1978,9,23,2633,-29
1978,9,24,2604,63
1978,9,25,2667,11
1978,9,26,2678,-34
1978,9,27,2644,36
1978,9,28,2680,-79
1978,9,29,2601,-25
1978,9,30,2576,78
1978,10,1,2654,25
1978,10,2,2679,27
1978,10,3,2706,68
1978,10,4,2774,-45
1978,10,5,2729,29
1978,10,6,2758,52
1978,10,7,2810,-110
1978,10,8,2700,-145
1978,10,9,2555,-132
1978,10,10,2423,145
1978,10,11,2568,85
1978,10,12,2653,4
1978,10,13,2657,78
1978,10,14,2735,-2
1978,10,15,2733,-117
1978,10,16,2616,-17
1978,10,17,2599,-12
1978,10,18,2587,42
1978,10,19,2629,100
1978,10,20,2729,-71
1978,10,21,2658,-39
1978,10,22,2619,13
1978,10,23,2632,1
1978,10,24,2633,14
1978,10,25,2647,-55
1978,10,26,2592,-62
1978,10,27,2530,-2
1978,10,28,2528,2
1978,10,29,2530,-37
1978,10,30,2493,-111
1978,10,31,2382,138
1978,11,1,2520,7
1978,11,2,2527,-23
1978,11,3,2504,88
1978,11,4,2592,31
1978,11,5,2623,61
1978,11,6,2684,-11
1978,11,7,2673,42
1978,11,8,2715,-59
1978,11,9,2656,-22
1978,11,10,2634,7
1978,11,11,2641,29
1978,11,12,2670,-23
1978,11,13,2647,-66
1978,11,14,2581,-26
1978,11,15,2555,24
1978,11,16,2579,15
1978,11,17,2594,28
1978,11,18,2622,-86
1978,11,19,2536,18
1978,11,20,2554,22
1978,11,21,2576,73
1978,11,22,2649,90
1978,11,23,2739,177
1978,11,24,2916,-71
1978,11,25,2845,-225
1978,11,26,2620,13
1978,11,27,2633,59
1978,11,28,2692,-159
1978,11,29,2533,121
1978,11,30,2654,-45
1978,12,1,2609,-70
1978,12,2,2539,-7
1978,12,3,2532,55
1978,12,4,2587,-111
1978,12,5,2476,125
1978,12,6,2601,-36
1978,12,7,2565,72
1978,12,8,2637,221
1978,12,9,2858,-118
1978,12,10,2740,-328
1978,12,11,2412,69
1978,12,12,2481,185
1978,12,13,2666,18
1978,12,14,2684,-86
1978,12,15,2598,70
1978,12,16,2668,56
1978,12,17,2724,-210
1978,12,18,2514,-10
1978,12,19,2504,173
1978,12,20,2677,64
1978,12,21,2741,-154
1978,12,22,2587,-80
1978,12,23,2507,80
1978,12,24,2587,239
1978,12,25,2826,-288
1978,12,26,2538,-30
1978,12,27,2508,-43
1978,12,28,2465,95
1978,12,29,2560,-41
1978,12,30,2519,64
1978,12,31,2583,4
1979,1,1,2587,74
1979,1,2,2661,-66
1979,1,3,2595,-214
1979,1,4,2381,-70
1979,1,5,2311,116
1979,1,6,2427,169
1979,1,7,2596,71
1979,1,8,2667,-109
1979,1,9,2558,-73
1979,1,10,2485,-59
1979,1,11,2426,-29
1979,1,12,2397,247
1979,1,13,2644,193
1979,1,14,2837,-447
1979,1,15,2390,-126
1979,1,16,2264,234
1979,1,17,2498,255
1979,1,18,2753,83
1979,1,19,2836,-123
1979,1,20,2713,217
1979,1,21,2930,-20
1979,1,22,2910,-382
1979,1,23,2528,161
1979,1,24,2689,518
1979,1,25,3207,-144
1979,1,26,3063,-161
1979,1,27,2902,17
1979,1,28,2919,-28
1979,1,29,2891,-55
1979,1,30,2836,17
1979,1,31,2853,-26
1979,2,1,2827,-98
1979,2,2,2729,-35
1979,2,3,2694,-26
1979,2,4,2668,-188
1979,2,5,2480,-193
1979,2,6,2287,240
1979,2,7,2527,133
1979,2,8,2660,-139
1979,2,9,2521,-38
1979,2,10,2483,-69
1979,2,11,2414,31
1979,2,12,2445,62
1979,2,13,2507,-94
1979,2,14,2413,20
1979,2,15,2433,92
1979,2,16,2525,-148
1979,2,17,2377,-35
1979,2,18,2342,137
1979,2,19,2479,43
1979,2,20,2522,28
1979,2,21,2550,1
1979,2,22,2551,54
1979,2,23,2605,21
1979,2,24,2626,92
1979,2,25,2718,205
1979,2,26,2923,-132
1979,2,27,2791,-180
1979,2,28,2611,-24
1979,3,1,2587,66
1979,3,2,2653,-125
1979,3,3,2528,-62
1979,3,4,2466,35
1979,3,5,2501,22
1979,3,6,2523,88
1979,3,7,2611,40
1979,3,8,2651,-39
1979,3,9,2612,-7
1979,3,10,2605,36
1979,3,11,2641,-237
1979,3,12,2404,-76
1979,3,13,2328,189
1979,3,14,2517,-35
1979,3,15,2482,-117
1979,3,16,2365,28
1979,3,17,2393,103
1979,3,18,2496,79
1979,3,19,2575,94
1979,3,20,2669,34
1979,3,21,2703,-130
1979,3,22,2573,-9
1979,3,23,2564,31
1979,3,24,2595,133
1979,3,25,2728,-11
1979,3,26,2717,-261
1979,3,27,2456,-59
1979,3,28,2397,81
1979,3,29,2478,24
1979,3,30,2502,29
1979,3,31,2531,4
1979,4,1,2535,40
1979,4,2,2575,23
1979,4,3,2598,-62
1979,4,4,2536,159
1979,4,5,2695,-57
1979,4,6,2638,-155
1979,4,7,2483,32
1979,4,8,2515,229
1979,4,9,2744,41
1979,4,10,2785,-277
1979,4,11,2508,2
1979,4,12,2510,81
1979,4,13,2591,1
1979,4,14,2592,117
1979,4,15,2709,67
1979,4,16,2776,-77
1979,4,17,2699,-28
1979,4,18,2671,-7
1979,4,19,2664,-14
1979,4,20,2650,-29
1979,4,21,2621,-67
1979,4,22,2554,12
1979,4,23,2566,11
1979,4,24,2577,29
1979,4,25,2606,44
1979,4,26,2650,81
1979,4,27,2731,21
1979,4,28,2752,-46
1979,4,29,2706,-17
1979,4,30,2689,5
1979,5,1,2694,-65
1979,5,2,2629,-8
1979,5,3,2621,114
1979,5,4,2735,-37
1979,5,5,2698,-141
1979,5,6,2557,-37
1979,5,7,2520,76
1979,5,8,2596,2
1979,5,9,2598,5
1979,5,10,2603,16
1979,5,11,2619,-26
1979,5,12,2593,-5
1979,5,13,2588,-5
1979,5,14,2583,-18
1979,5,15,2565,2
1979,5,16,2567,-43
1979,5,17,2524,-2
1979,5,18,2522,17
1979,5,19,2539,33
1979,5,20,2572,62
1979,5,21,2634,-19
1979,5,22,2615,-31
1979,5,23,2584,65
1979,5,24,2649,70
1979,5,25,2719,61
1979,5,26,2780,-71
1979,5,27,2709,-35
1979,5,28,2674,35
1979,5,29,2709,-28
1979,5,30,2681,-59
1979,5,31,2622,1
1979,6,1,2623,36
1979,6,2,2659,6
1979,6,3,2665,15
1979,6,4,2680,54
1979,6,5,2734,-31
1979,6,6,2703,-59
1979,6,7,2644,-50
1979,6,8,2594,-20
1979,6,9,2574,47
1979,6,10,2621,63
1979,6,11,2684,4
1979,6,12,2688,-133
1979,6,13,2555,-48
1979,6,14,2507,-8
1979,6,15,2499,34
1979,6,16,2533,79
1979,6,17,2612,66
1979,6,18,2678,-19
1979,6,19,2659,-71
1979,6,20,2588,25
1979,6,21,2613,54
1979,6,22,2667,-5
1979,6,23,2662,-27
1979,6,24,2635,-34
1979,6,25,2601,-45
1979,6,26,2556,-69
1979,6,27,2487,38
1979,6,28,2525,74
1979,6,29,2599,18
1979,6,30,2617,39
1979,7,1,2656,11
1979,7,2,2667,-41
1979,7,3,2626,16
1979,7,4,2642,-8
1979,7,5,2634,-128
1979,7,6,2506,10
1979,7,7,2516,12
1979,7,8,2528,-3
1979,7,9,2525,17
1979,7,10,2542,32
1979,7,11,2574,31
1979,7,12,2605,43
1979,7,13,2648,23
1979,7,14,2671,-21
1979,7,15,2650,-38
1979,7,16,2612,6
1979,7,17,2618,1
1979,7,18,2619,-22
1979,7,19,2597,-26
1979,7,20,2571,19
1979,7,21,2590,21
1979,7,22,2611,-26
1979,7,23,2585,51
1979,7,24,2636,19
1979,7,25,2655,-7
1979,7,26,2648,61
1979,7,27,2709,-3
1979,7,28,2706,-34
1979,7,29,2672,-15
1979,7,30,2657,12
1979,7,31,2669,-12
1979,8,1,2657,-13
1979,8,2,2644,-48
1979,8,3,2596,17
1979,8,4,2613,48
1979,8,5,2661,-2
1979,8,6,2659,-14
1979,8,7,2645,16
1979,8,8,2661,-13
1979,8,9,2648,34
1979,8,10,2682,22
1979,8,11,2704,57
1979,8,12,2761,23
1979,8,13,2784,-136
1979,8,14,2648,8
1979,8,15,2656,20
1979,8,16,2676,-38
1979,8,17,2638,2
1979,8,18,2640,42
1979,8,19,2682,31
1979,8,20,2713,-15
1979,8,21,2698,-53
1979,8,22,2645,-38
1979,8,23,2607,-3
1979,8,24,2604,18
1979,8,25,2622,-53
1979,8,26,2569,26
1979,8,27,2595,25
1979,8,28,2620,12
1979,8,29,2632,3
1979,8,30,2635,-33
1979,8,31,2602,-30
1979,9,1,2572,22
1979,9,2,2594,63
1979,9,3,2657,-10
1979,9,4,2647,-6
1979,9,5,2641,48
1979,9,6,2689,15
1979,9,7,2704,-4
1979,9,8,2700,-60
1979,9,9,2640,-29
1979,9,10,2611,-9
1979,9,11,2602,-35
1979,9,12,2567,26
1979,9,13,2593,55
1979,9,14,2648,-49
1979,9,15,2599,-41
1979,9,16,2558,-27
1979,9,17,2531,26
1979,9,18,2557,48
1979,9,19,2605,-54
1979,9,20,2551,1
1979,9,21,2552,47
1979,9,22,2599,17
1979,9,23,2616,-59
1979,9,24,2557,-27
1979,9,25,2530,18
1979,9,26,2548,-18
1979,9,27,2530,17
1979,9,28,2547,64
1979,9,29,2611,81
1979,9,30,2692,8
1979,10,1,2700,26
1979,10,2,2726,46
1979,10,3,2772,-26
1979,10,4,2746,-21
1979,10,5,2725,-38
1979,10,6,2687,17
1979,10,7,2704,-157
1979,10,8,2547,-2
1979,10,9,2545,141
1979,10,10,2686,-12
1979,10,11,2674,32
1979,10,12,2706,-7
1979,10,13,2699,-131
1979,10,14,2568,-80
1979,10,15,2488,48
1979,10,16,2536,12
1979,10,17,2548,-28
1979,10,18,2520,52
1979,10,19,2572,22
1979,10,20,2594,-20
1979,10,21,2574,39
1979,10,22,2613,67
1979,10,23,2680,60
1979,10,24,2740,-72
1979,10,25,2668,-50
1979,10,26,2618,-19
1979,10,27,2599,53
1979,10,28,2652,37
1979,10,29,2689,-97
1979,10,30,2592,-38
1979,10,31,2554,-17
1979,11,1,2537,10
1979,11,2,2547,69
1979,11,3,2616,-29
1979,11,4,2587,-54
1979,11,5,2533,45
1979,11,6,2578,60
1979,11,7,2638,-1
1979,11,8,2637,5
1979,11,9,2642,2
1979,11,10,2644,-75
1979,11,11,2569,61
1979,11,12,2630,68
1979,11,13,2698,-21
1979,11,14,2677,-89
1979,11,15,2588,-60
1979,11,16,2528,-88
1979,11,17,2440,57
1979,11,18,2497,43
1979,11,19,2540,14
1979,11,20,2554,-25
1979,11,21,2529,-15
1979,11,22,2514,-2
1979,11,23,2512,-3
1979,11,24,2509,-25
1979,11,25,2484,106
1979,11,26,2590,-24
1979,11,27,2566,-16
1979,11,28,2550,56
1979,11,29,2606,-96
1979,11,30,2510,-1
1979,12,1,2509,46
1979,12,2,2555,-46
1979,12,3,2509,-75
1979,12,4,2434,104
1979,12,5,2538,101
1979,12,6,2639,23
1979,12,7,2662,-172
1979,12,8,2490,-247
1979,12,9,2243,138
1979,12,10,2381,149
1979,12,11,2530,7
1979,12,12,2537,81
1979,12,13,2618,110
1979,12,14,2728,-140
1979,12,15,2588,-31
1979,12,16,2557,-40
1979,12,17,2517,-153
1979,12,18,2364,145
1979,12,19,2509,11
1979,12,20,2520,-82
1979,12,21,2438,44
1979,12,22,2482,86
1979,12,23,2568,64
1979,12,24,2632,114
1979,12,25,2746,15
1979,12,26,2761,-163
1979,12,27,2598,-183
1979,12,28,2415,54
1979,12,29,2469,152
1979,12,30,2621,18
1979,12,31,2639,-17
1980,1,1,2622,42
1980,1,2,2664,-41
1980,1,3,2623,-178
1980,1,4,2445,241
1980,1,5,2686,211
1980,1,6,2897,-261
1980,1,7,2636,-179
1980,1,8,2457,-16
1980,1,9,2441,29
1980,1,10,2470,78
1980,1,11,2548,-118
1980,1,12,2430,-139
1980,1,13,2291,256
1980,1,14,2547,182
1980,1,15,2729,189
1980,1,16,2918,-28
1980,1,17,2890,-225
1980,1,18,2665,-20
1980,1,19,2645,-94
1980,1,20,2551,-172
1980,1,21,2379,159
1980,1,22,2538,217
1980,1,23,2755,-315
1980,1,24,2440,-239
1980,1,25,2201,102
1980,1,26,2303,72
1980,1,27,2375,-13
1980,1,28,2362,23
1980,1,29,2385,42
1980,1,30,2427,117
1980,1,31,2544,68
1980,2,1,2612,-11
1980,2,2,2601,-85
1980,2,3,2516,-32
1980,2,4,2484,10
1980,2,5,2494,-20
1980,2,6,2474,237
1980,2,7,2711,85
1980,2,8,2796,-174
1980,2,9,2622,26
1980,2,10,2648,3
1980,2,11,2651,-40
1980,2,12,2611,-108
1980,2,13,2503,-147
1980,2,14,2356,73
1980,2,15,2429,236
1980,2,16,2665,-78
1980,2,17,2587,-191
1980,2,18,2396,-18
1980,2,19,2378,124
1980,2,20,2502,138
1980,2,21,2640,-18
1980,2,22,2622,57
1980,2,23,2679,-27
1980,2,24,2652,6
1980,2,25,2658,47
1980,2,26,2705,-26
1980,2,27,2679,1
1980,2,28,2680,-140
1980,2,29,2540,-192
1980,3,1,2348,109
1980,3,2,2457,214
1980,3,3,2671,-22
1980,3,4,2649,-78
1980,3,5,2571,-78
1980,3,6,2493,-63
1980,3,7,2430,117
1980,3,8,2547,11
1980,3,9,2558,40
1980,3,10,2598,-6
1980,3,11,2592,-405
1980,3,12,2187,182
1980,3,13,2369,398
1980,3,14,2767,-457
1980,3,15,2310,-173
1980,3,16,2137,281
1980,3,17,2418,83
1980,3,18,2501,-189
1980,3,19,2312,91
1980,3,20,2403,254
1980,3,21,2657,337
1980,3,22,2994,-233
1980,3,23,2761,-78
1980,3,24,2683,-11
1980,3,25,2672,-13
1980,3,26,2659,-16
1980,3,27,2643,-119
1980,3,28,2524,-1
1980,3,29,2523,87
1980,3,30,2610,46
1980,3,31,2656,-31
1980,4,1,2625,-83
1980,4,2,2542,-7
1980,4,3,2535,101
1980,4,4,2636,46
1980,4,5,2682,-127
1980,4,6,2555,-38
1980,4,7,2517,-33
1980,4,8,2484,29
1980,4,9,2513,144
1980,4,10,2657,-27
1980,4,11,2630,-73
1980,4,12,2557,-9
1980,4,13,2548,-10
1980,4,14,2538,112
1980,4,15,2650,-31
1980,4,16,2619,-99
1980,4,17,2520,3
1980,4,18,2523,21
1980,4,19,2544,3
1980,4,20,2547,48
1980,4,21,2595,105
1980,4,22,2700,166
1980,4,23,2866,-116
1980,4,24,2750,-80
1980,4,25,2670,-17
1980,4,26,2653,-16
1980,4,27,2637,88
1980,4,28,2725,36
1980,4,29,2761,-69
1980,4,30,2692,31
1980,5,1,2723,103
1980,5,2,2826,-31
1980,5,3,2795,-21
1980,5,4,2774,-14
1980,5,5,2760,21
1980,5,6,2781,9
1980,5,7,2790,-27
1980,5,8,2763,-31
1980,5,9,2732,-93
1980,5,10,2639,-46
1980,5,11,2593,12
1980,5,12,2605,56
1980,5,13,2661,22
1980,5,14,2683,-53
1980,5,15,2630,-57
1980,5,16,2573,-37
1980,5,17,2536,0
1980,5,18,2536,64
1980,5,19,2600,25
1980,5,20,2625,10
1980,5,21,2635,6
1980,5,22,2641,41
1980,5,23,2682,14
1980,5,24,2696,56
1980,5,25,2752,12
1980,5,26,2764,-37
1980,5,27,2727,-55
1980,5,28,2672,-70
1980,5,29,2602,-25
1980,5,30,2577,19
1980,5,31,2596,27
1980,6,1,2623,27
1980,6,2,2650,76
1980,6,3,2726,42
1980,6,4,2768,-60
1980,6,5,2708,-57
1980,6,6,2651,24
1980,6,7,2675,54
1980,6,8,2729,-64
1980,6,9,2665,-15
1980,6,10,2650,-71
1980,6,11,2579,-71
1980,6,12,2508,-9
1980,6,13,2499,72
1980,6,14,2571,125
1980,6,15,2696,-36
1980,6,16,2660,-31
1980,6,17,2629,-11
1980,6,18,2618,22
1980,6,19,2640,73
1980,6,20,2713,-48
1980,6,21,2665,-78
1980,6,22,2587,7
1980,6,23,2594,20
1980,6,24,2614,8
1980,6,25,2622,-5
1980,6,26,2617,30
1980,6,27,2647,-21
1980,6,28,2626,31
1980,6,29,2657,89
1980,6,30,2746,-70
1980,7,1,2676,-68
1980,7,2,2608,6
1980,7,3,2614,21
1980,7,4,2635,36
1980,7,5,2671,15
1980,7,6,2686,-68
1980,7,7,2618,52
1980,7,8,2670,8
1980,7,9,2678,-14
1980,7,10,2664,53
1980,7,11,2717,22
1980,7,12,2739,-54
1980,7,13,2685,-55
1980,7,14,2630,-38
1980,7,15,2592,24
1980,7,16,2616,33
1980,7,17,2649,-34
1980,7,18,2615,-65
1980,7,19,2550,-10
1980,7,20,2540,30
1980,7,21,2570,24
1980,7,22,2594,-5
1980,7,23,2589,17
1980,7,24,2606,17
1980,7,25,2623,2
1980,7,26,2625,-13
1980,7,27,2612,-41
1980,7,28,2571,55
1980,7,29,2626,47
1980,7,30,2673,-69
1980,7,31,2604,-1
1980,8,1,2603,70
1980,8,2,2673,13
1980,8,3,2686,-42
1980,8,4,2644,-41
1980,8,5,2603,-17
1980,8,6,2586,6
1980,8,7,2592,15
1980,8,8,2607,22
1980,8,9,2629,-47
1980,8,10,2582,35
1980,8,11,2617,58
1980,8,12,2675,-31
1980,8,13,2644,-18
1980,8,14,2626,12
1980,8,15,2638,0
1980,8,16,2638,-28
1980,8,17,2610,-4
1980,8,18,2606,-8
1980,8,19,2598,84
1980,8,20,2682,68
1980,8,21,2750,-21
1980,8,22,2729,-44
1980,8,23,2685,-59
1980,8,24,2626,-24
1980,8,25,2602,-7
1980,8,26,2595,1
1980,8,27,2596,-10
1980,8,28,2586,-33
1980,8,29,2553,-2
1980,8,30,2551,-3
1980,8,31,2548,-22
1980,9,1,2526,14
1980,9,2,2540,-42
1980,9,3,2498,1
1980,9,4,2499,60
1980,9,5,2559,9
1980,9,6,2568,36
1980,9,7,2604,3
1980,9,8,2607,-31
1980,9,9,2576,-16
1980,9,10,2560,-1
1980,9,11,2559,-21
1980,9,12,2538,-10
1980,9,13,2528,85
1980,9,14,2613,75
1980,9,15,2688,20
1980,9,16,2708,-34
1980,9,17,2674,-13
1980,9,18,2661,-14
1980,9,19,2647,-27
1980,9,20,2620,7
1980,9,21,2627,83
1980,9,22,2710,15
1980,9,23,2725,-52
1980,9,24,2673,8
1980,9,25,2681,28
1980,9,26,2709,-167
1980,9,27,2542,4
1980,9,28,2546,23
1980,9,29,2569,16
1980,9,30,2585,76
1980,10,1,2661,114
1980,10,2,2775,5
1980,10,3,2780,-24
1980,10,4,2756,-85
1980,10,5,2671,18
1980,10,6,2689,17
1980,10,7,2706,-8
1980,10,8,2698,-22
1980,10,9,2676,-64
1980,10,10,2612,89
1980,10,11,2701,69
1980,10,12,2770,-85
1980,10,13,2685,-83
1980,10,14,2602,7
1980,10,15,2609,5
1980,10,16,2614,19
1980,10,17,2633,15
1980,10,18,2648,-11
1980,10,19,2637,35
1980,10,20,2672,-17
1980,10,21,2655,-84
1980,10,22,2571,-115
1980,10,23,2456,7
1980,10,24,2463,310
1980,10,25,2773,-110
1980,10,26,2663,-303
1980,10,27,2360,175
1980,10,28,2535,56
1980,10,29,2591,-69
1980,10,30,2522,43
1980,10,31,2565,47
1980,11,1,2612,-15
1980,11,2,2597,-64
1980,11,3,2533,40
1980,11,4,2573,93
1980,11,5,2666,-49
1980,11,6,2617,1
1980,11,7,2618,29
1980,11,8,2647,-55
1980,11,9,2592,79
1980,11,10,2671,-10
1980,11,11,2661,0
1980,11,12,2661,-49
1980,11,13,2612,11
1980,11,14,2623,-37
1980,11,15,2586,-102
1980,11,16,2484,20
1980,11,17,2504,245
1980,11,18,2749,-66
1980,11,19,2683,-153
1980,11,20,2530,36
1980,11,21,2566,179
1980,11,22,2745,13
1980,11,23,2758,-134
1980,11,24,2624,57
1980,11,25,2681,-287
1980,11,26,2394,11
1980,11,27,2405,432
1980,11,28,2837,25
1980,11,29,2862,-245
1980,11,30,2617,-24
1980,12,1,2593,89
1980,12,2,2682,-37
1980,12,3,2645,-199
1980,12,4,2446,114
1980,12,5,2560,57
1980,12,6,2617,-24
1980,12,7,2593,19
1980,12,8,2612,-29
1980,12,9,2583,1
1980,12,10,2584,-86
1980,12,11,2498,-6
1980,12,12,2492,112
1980,12,13,2604,-93
1980,12,14,2511,-166
1980,12,15,2345,308
1980,12,16,2653,42
1980,12,17,2695,-178
1980,12,18,2517,-65
1980,12,19,2452,-120
1980,12,20,2332,-65
1980,12,21,2267,12
1980,12,22,2279,151
1980,12,23,2430,133
1980,12,24,2563,-95
1980,12,25,2468,-75
1980,12,26,2393,25
1980,12,27,2418,-5
1980,12,28,2413,91
1980,12,29,2504,196
1980,12,30,2700,-105
1980,12,31,2595,34
1981,1,1,2629,-9
1981,1,2,2620,-340
1981,1,3,2280,108
1981,1,4,2388,77
1981,1,5,2465,30
1981,1,6,2495,105
1981,1,7,2600,-236
1981,1,8,2364,10
1981,1,9,2374,175
1981,1,10,2549,-306
1981,1,11,2243,75
1981,1,12,2318,290
1981,1,13,2608,-238
1981,1,14,2370,80
1981,1,15,2450,62
1981,1,16,2512,74
1981,1,17,2586,-8
1981,1,18,2578,-104
1981,1,19,2474,19
1981,1,20,2493,-17
1981,1,21,2476,106
1981,1,22,2582,55
1981,1,23,2637,-18
1981,1,24,2619,-78
1981,1,25,2541,-43
1981,1,26,2498,69
1981,1,27,2567,9
1981,1,28,2576,-24
1981,1,29,2552,-118
1981,1,30,2434,-30
1981,1,31,2404,51
1981,2,1,2455,121
1981,2,2,2576,-98
1981,2,3,2478,-47
1981,2,4,2431,9
1981,2,5,2440,-32
1981,2,6,2408,40
1981,2,7,2448,214
1981,2,8,2662,-158
1981,2,9,2504,-194
1981,2,10,2310,202
1981,2,11,2512,-224
1981,2,12,2288,-82
1981,2,13,2206,65
1981,2,14,2271,8
1981,2,15,2279,1
1981,2,16,2280,-2
1981,2,17,2278,142
1981,2,18,2420,53
1981,2,19,2473,102
1981,2,20,2575,72
1981,2,21,2647,-102
1981,2,22,2545,-50
1981,2,23,2495,182
1981,2,24,2677,280
1981,2,25,2957,40
1981,2,26,2997,-265
1981,2,27,2732,-79
1981,2,28,2653,44
1981,3,1,2697,-11
1981,3,2,2686,-28
1981,3,3,2658,-70
1981,3,4,2588,82
1981,3,5,2670,166
1981,3,6,2836,113
1981,3,7,2949,-105
1981,3,8,2844,-224
1981,3,9,2620,-23
1981,3,10,2597,20
1981,3,11,2617,32
1981,3,12,2649,39
1981,3,13,2688,-71
1981,3,14,2617,-141
1981,3,15,2476,256
1981,3,16,2732,-35
1981,3,17,2697,-237
1981,3,18,2460,212
1981,3,19,2672,103
1981,3,20,2775,95
1981,3,21,2870,-105
1981,3,22,2765,-193
1981,3,23,2572,37
1981,3,24,2609,6
1981,3,25,2615,-108
1981,3,26,2507,-21
1981,3,27,2486,58
1981,3,28,2544,-64
1981,3,29,2480,99
1981,3,30,2579,25
1981,3,31,2604,12
1981,4,1,2616,34
1981,4,2,2650,-154
1981,4,3,2496,13
1981,4,4,2509,10
1981,4,5,2519,-5
1981,4,6,2514,-116
1981,4,7,2398,42
1981,4,8,2440,26
1981,4,9,2466,-41
1981,4,10,2425,63
1981,4,11,2488,55
1981,4,12,2543,-36
1981,4,13,2507,-48
1981,4,14,2459,-138
1981,4,15,2321,37
1981,4,16,2358,167
1981,4,17,2525,70
1981,4,18,2595,-14
1981,4,19,2581,63
1981,4,20,2644,-76
1981,4,21,2568,-167
1981,4,22,2401,139
1981,4,23,2540,230
1981,4,24,2770,11
1981,4,25,2781,-137
1981,4,26,2644,-56
1981,4,27,2588,16
1981,4,28,2604,66
1981,4,29,2670,-24
1981,4,30,2646,-24
1981,5,1,2622,34
1981,5,2,2656,12
1981,5,3,2668,44
1981,5,4,2712,-90
1981,5,5,2622,14
1981,5,6,2636,5
1981,5,7,2641,-94
1981,5,8,2547,-52
1981,5,9,2495,5
1981,5,10,2500,76
1981,5,11,2576,86
1981,5,12,2662,-16
1981,5,13,2646,-40
1981,5,14,2606,18
1981,5,15,2624,56
1981,5,16,2680,-62
1981,5,17,2618,-69
1981,5,18,2549,30
1981,5,19,2579,33
1981,5,20,2612,-4
1981,5,21,2608,93
1981,5,22,2701,107
1981,5,23,2808,-55
1981,5,24,2753,-54
1981,5,25,2699,-37
1981,5,26,2662,-23
1981,5,27,2639,-10
1981,5,28,2629,27
1981,5,29,2656,34
1981,5,30,2690,-12
1981,5,31,2678,-81
1981,6,1,2597,-37
1981,6,2,2560,38
1981,6,3,2598,91
1981,6,4,2689,29
1981,6,5,2718,36
1981,6,6,2754,7
1981,6,7,2761,-56
1981,6,8,2705,32
1981,6,9,2737,-12
1981,6,10,2725,-2
1981,6,11,2723,-44
1981,6,12,2679,-14
1981,6,13,2665,-17
1981,6,14,2648,-3
1981,6,15,2645,29
1981,6,16,2674,-21
1981,6,17,2653,-45
1981,6,18,2608,5
1981,6,19,2613,43
1981,6,20,2656,37
1981,6,21,2693,38
1981,6,22,2731,-62
1981,6,23,2669,-92
1981,6,24,2577,51
1981,6,25,2628,24
1981,6,26,2652,-92
1981,6,27,2560,-33
1981,6,28,2527,25
1981,6,29,2552,4
1981,6,30,2556,-47
1981,7,1,2509,-29
1981,7,2,2480,8
1981,7,3,2488,70
1981,7,4,2558,114
1981,7,5,2672,30
1981,7,6,2702,-23
1981,7,7,2679,-19
1981,7,8,2660,36
1981,7,9,2696,16
1981,7,10,2712,-39
1981,7,11,2673,-10
1981,7,12,2663,48
1981,7,13,2711,64
1981,7,14,2775,-40
1981,7,15,2735,-39
1981,7,16,2696,3
1981,7,17,2699,-23
1981,7,18,2676,-32
1981,7,19,2644,33
1981,7,20,2677,70
1981,7,21,2747,-38
1981,7,22,2709,-81
1981,7,23,2628,-38
1981,7,24,2590,-25
1981,7,25,2565,13
1981,7,26,2578,40
1981,7,27,2618,-32
1981,7,28,2586,89
1981,7,29,2675,7
1981,7,30,2682,-72
1981,7,31,2610,-37
1981,8,1,2573,19
1981,8,2,2592,75
1981,8,3,2667,42
1981,8,4,2709,14
1981,8,5,2723,23
1981,8,6,2746,-4
1981,8,7,2742,-33
1981,8,8,2709,-4
1981,8,9,2705,-47
1981,8,10,2658,-27
1981,8,11,2631,13
1981,8,12,2644,-21
1981,8,13,2623,-16
1981,8,14,2607,41
1981,8,15,2648,68
1981,8,16,2716,-39
1981,8,17,2677,-65
1981,8,18,2612,1
1981,8,19,2613,27
1981,8,20,2640,-3
1981,8,21,2637,-66
1981,8,22,2571,34
1981,8,23,2605,96
1981,8,24,2701,57
1981,8,25,2758,-83
1981,8,26,2675,-15
1981,8,27,2660,15
1981,8,28,2675,-46
1981,8,29,2629,5
1981,8,30,2634,28
1981,8,31,2662,11
1981,9,1,2673,28
1981,9,2,2701,21
1981,9,3,2722,24
1981,9,4,2746,54
1981,9,5,2800,21
1981,9,6,2821,-47
1981,9,7,2774,1
1981,9,8,2775,33
1981,9,9,2808,-75
