Year,Month,Data,mm,SLR
1948,3,16,2393,32
1948,3,17,2425,80
1948,3,18,2505,-46
1948,3,19,2459,-2
1948,3,20,2457,27
1948,3,21,2484,157
1948,3,22,2641,19
1948,3,23,2660,-47
1948,3,24,2613,-138
1948,3,25,2475,-2
1948,3,26,2473,152
1948,3,27,2625,63
1948,3,28,2688,-78
1948,3,29,2610,-99
1948,3,30,2511,-11
1948,3,31,2500,112
1948,4,1,2612,37
1948,4,2,2649,-245
1948,4,3,2404,-97
1948,4,4,2307,182
1948,4,5,2489,69
1948,4,6,2558,-54
1948,4,7,2504,97
1948,4,8,2601,-43
1948,4,9,2558,-163
1948,4,10,2395,119
1948,4,11,2514,76
1948,4,12,2590,-134
1948,4,13,2456,55
1948,4,14,2511,89
1948,4,15,2600,-43
1948,4,16,2557,-7
1948,4,17,2550,-112
1948,4,18,2438,-24
1948,4,19,2414,52
1948,4,20,2466,90
1948,4,21,2556,-36
1948,4,22,2520,-63
1948,4,23,2457,50
1948,4,24,2507,70
1948,4,25,2577,9
1948,4,26,2586,37
1948,4,27,2623,24
1948,4,28,2647,31
1948,4,29,2678,66
1948,4,30,2744,-84
1948,5,1,2660,-70
1948,5,2,2590,24
1948,5,3,2614,-16
1948,5,4,2598,6
1948,5,5,2604,77
1948,5,6,2681,47
1948,5,7,2728,-15
1948,5,8,2713,-181
1948,5,9,2532,-55
1948,5,10,2477,28
1948,5,11,2505,23
1948,5,12,2528,4
1948,5,13,2532,182
1948,5,14,2714,-36
1948,5,15,2678,-91
1948,5,16,2587,81
1948,5,17,2668,40
1948,5,18,2708,-50
1948,5,19,2658,-16
1948,5,20,2642,89
1948,5,21,2731,67
1948,5,22,2798,-130
1948,5,23,2668,-71
1948,5,24,2597,4
1948,5,25,2601,1
1948,5,26,2602,-4
1948,5,27,2598,8
1948,5,28,2606,23
1948,5,29,2629,3
1948,5,30,2632,-11
1948,5,31,2621,4
1948,6,1,2625,31
1948,6,2,2656,13
1948,6,3,2669,22
1948,6,4,2691,16
1948,6,5,2707,-112
1948,6,6,2595,-15
1948,6,7,2580,163
1948,6,8,2743,83
1948,6,9,2826,-85
1948,6,10,2741,-59
1948,6,11,2682,19
1948,6,12,2701,5
1948,6,13,2706,-16
1948,6,14,2690,-41
1948,6,15,2649,-12
1948,6,16,2637,-3
1948,6,17,2634,-29
1948,6,18,2605,18
1948,6,19,2623,2
1948,6,20,2625,-34
1948,6,21,2591,1
1948,6,22,2592,-30
1948,6,23,2562,73
1948,6,24,2635,44
1948,6,25,2679,-36
1948,6,26,2643,-44
1948,6,27,2599,31
1948,6,28,2630,29
1948,6,29,2659,-3
1948,6,30,2656,-15
1948,7,1,2641,-55
1948,7,2,2586,-29
1948,7,3,2557,19
1948,7,4,2576,29
1948,7,5,2605,134
1948,7,6,2739,77
1948,7,7,2816,-134
1948,7,8,2682,-77
1948,7,9,2605,-20
1948,7,10,2585,22
1948,7,11,2607,41
1948,7,12,2648,12
1948,7,13,2660,1
1948,7,14,2661,-44
1948,7,15,2617,-33
1948,7,16,2584,17
1948,7,17,2601,52
1948,7,18,2653,13
1948,7,19,2666,-10
1948,7,20,2656,38
1948,7,21,2694,19
1948,7,22,2713,8
1948,7,23,2721,-19
1948,7,24,2702,-59
1948,7,25,2643,-19
1948,7,26,2624,8
1948,7,27,2632,20
1948,7,28,2652,-28
1948,7,29,2624,3
1948,7,30,2627,42
1948,7,31,2669,-29
1948,8,1,2640,-83
1948,8,2,2557,-18
1948,8,3,2539,86
1948,8,4,2625,40
1948,8,5,2665,20
1948,8,6,2685,-45
1948,8,7,2640,-26
1948,8,8,2614,-25
1948,8,9,2589,-14
1948,8,10,2575,0
1948,8,11,2575,38
1948,8,12,2613,77
1948,8,13,2690,-5
1948,8,14,2685,-47
1948,8,15,2638,-25
1948,8,16,2613,10
1948,8,17,2623,40
1948,8,18,2663,-27
1948,8,19,2636,-59
1948,8,20,2577,-17
1948,8,21,2560,-2
1948,8,22,2558,-31
1948,8,23,2527,-29
1948,8,24,2498,29
1948,8,25,2527,43
1948,8,26,2570,-14
1948,8,27,2556,-10
1948,8,28,2546,35
1948,8,29,2581,41
1948,8,30,2622,35
1948,8,31,2657,22
1948,9,1,2679,-69
1948,9,2,2610,-27
1948,9,3,2583,-1
1948,9,4,2582,-67
1948,9,5,2515,-28
1948,9,6,2487,53
1948,9,7,2540,100
1948,9,8,2640,40
1948,9,9,2680,-34
1948,9,10,2646,-47
1948,9,11,2599,-25
1948,9,12,2574,-22
1948,9,13,2552,23
1948,9,14,2575,0
1948,9,15,2575,-64
1948,9,16,2511,1
1948,9,17,2512,43
1948,9,18,2555,81
1948,9,19,2636,80
1948,9,20,2716,-33
1948,9,21,2683,-35
1948,9,22,2648,20
1948,9,23,2668,57
1948,9,24,2725,-85
1948,9,25,2640,-149
1948,9,26,2491,-48
1948,9,27,2443,77
1948,9,28,2520,65
1948,9,29,2585,-16
1948,9,30,2569,59
1948,10,1,2628,61
1948,10,2,2689,-68
1948,10,3,2621,-41
1948,10,4,2580,35
1948,10,5,2615,80
1948,10,6,2695,31
1948,10,7,2726,35
1948,10,8,2761,26
1948,10,9,2787,-74
1948,10,10,2713,-65
1948,10,11,2648,21
1948,10,12,2669,2
1948,10,13,2671,-50
1948,10,14,2621,24
1948,10,15,2645,-11
1948,10,16,2634,-69
1948,10,17,2565,38
1948,10,18,2603,-12
1948,10,19,2591,-10
1948,10,20,2581,-52
1948,10,21,2529,-96
1948,10,22,2433,33
1948,10,23,2466,249
1948,10,24,2715,304
1948,10,25,3019,-64
1948,10,26,2955,-206
1948,10,27,2749,-81
1948,10,28,2668,-89
1948,10,29,2579,12
1948,10,30,2591,39
1948,10,31,2630,35
1948,11,1,2665,-65
1948,11,2,2600,-71
1948,11,3,2529,61
1948,11,4,2590,-5
1948,11,5,2585,16
1948,11,6,2601,16
1948,11,7,2617,-193
1948,11,8,2424,54
1948,11,9,2478,140
1948,11,10,2618,-77
1948,11,11,2541,-87
1948,11,12,2454,72
1948,11,13,2526,-99
1948,11,14,2427,174
1948,11,15,2601,8
1948,11,16,2609,28
1948,11,17,2637,-68
1948,11,18,2569,-42
1948,11,19,2527,187
1948,11,20,2714,-41
1948,11,21,2673,-48
1948,11,22,2625,90
1948,11,23,2715,37
1948,11,24,2752,36
1948,11,25,2788,-41
1948,11,26,2747,-115
1948,11,27,2632,-206
1948,11,28,2426,227
1948,11,29,2653,94
1948,11,30,2747,-140
1948,12,1,2607,-71
1948,12,2,2536,27
1948,12,3,2563,86
1948,12,4,2649,84
1948,12,5,2733,-18
1948,12,6,2715,-174
1948,12,7,2541,27
1948,12,8,2568,2
1948,12,9,2570,52
1948,12,10,2622,-89
1948,12,11,2533,22
1948,12,12,2555,46
1948,12,13,2601,-102
1948,12,14,2499,-16
1948,12,15,2483,196
1948,12,16,2679,26
1948,12,17,2705,-201
1948,12,18,2504,143
1948,12,19,2647,303
1948,12,20,2950,-204
1948,12,21,2746,-103
1948,12,22,2643,7
1948,12,23,2650,-43
1948,12,24,2607,10
1948,12,25,2617,4
1948,12,26,2621,-116
1948,12,27,2505,-78
1948,12,28,2427,114
1948,12,29,2541,73
1948,12,30,2614,340
1948,12,31,2954,40
1949,1,1,2994,-303
1949,1,2,2691,-107
1949,1,3,2584,-71
1949,1,4,2513,-49
1949,1,5,2464,122
1949,1,6,2586,-22
1949,1,7,2564,-11
1949,1,8,2553,-26
1949,1,9,2527,-46
1949,1,10,2481,-8
1949,1,11,2473,73
1949,1,12,2546,58
1949,1,13,2604,56
1949,1,14,2660,-52
1949,1,15,2608,-25
1949,1,16,2583,-26
1949,1,17,2557,24
1949,1,18,2581,-35
1949,1,19,2546,-155
1949,1,20,2391,47
1949,1,21,2438,65
1949,1,22,2503,-113
1949,1,23,2390,110
1949,1,24,2500,19
1949,1,25,2519,-14
1949,1,26,2505,69
1949,1,27,2574,111
1949,1,28,2685,-108
1949,1,29,2577,-315
1949,1,30,2262,160
1949,1,31,2422,82
1949,2,1,2504,-278
1949,2,2,2226,42
1949,2,3,2268,317
1949,2,4,2585,206
1949,2,5,2791,-161
1949,2,6,2630,-45
1949,2,7,2585,-165
1949,2,8,2420,20
1949,2,9,2440,170
1949,2,10,2610,103
1949,2,11,2713,-175
1949,2,12,2538,-83
1949,2,13,2455,98
1949,2,14,2553,78
1949,2,15,2631,-119
1949,2,16,2512,-118
1949,2,17,2394,-114
1949,2,18,2280,5
1949,2,19,2285,194
1949,2,20,2479,18
1949,2,21,2497,-60
1949,2,22,2437,60
1949,2,23,2497,17
1949,2,24,2514,119
1949,2,25,2633,-32
1949,2,26,2601,-77
1949,2,27,2524,204
1949,2,28,2728,250
1949,3,1,2978,-260
1949,3,2,2718,-183
1949,3,3,2535,-25
1949,3,4,2510,44
1949,3,5,2554,70
1949,3,6,2624,17
1949,3,7,2641,-3
1949,3,8,2638,-65
1949,3,9,2573,117
1949,3,10,2690,126
1949,3,11,2816,-211
1949,3,12,2605,-100
1949,3,13,2505,29
1949,3,14,2534,25
1949,3,15,2559,-104
1949,3,16,2455,-111
1949,3,17,2344,149
1949,3,18,2493,-88
1949,3,19,2405,-199
1949,3,20,2206,49
1949,3,21,2255,119
1949,3,22,2374,112
1949,3,23,2486,-78
1949,3,24,2408,-34
1949,3,25,2374,48
1949,3,26,2422,84
1949,3,27,2506,22
1949,3,28,2528,-118
1949,3,29,2410,19
1949,3,30,2429,6
1949,3,31,2435,149
1949,4,1,2584,-5
1949,4,2,2579,-47
1949,4,3,2532,80
1949,4,4,2612,29
1949,4,5,2641,74
1949,4,6,2715,-87
1949,4,7,2628,14
1949,4,8,2642,-10
1949,4,9,2632,-69
1949,4,10,2563,-25
1949,4,11,2538,-15
1949,4,12,2523,46
1949,4,13,2569,112
1949,4,14,2681,0
1949,4,15,2681,4
1949,4,16,2685,-96
1949,4,17,2589,-18
1949,4,18,2571,75
1949,4,19,2646,-121
1949,4,20,2525,-99
1949,4,21,2426,69
1949,4,22,2495,73
1949,4,23,2568,40
1949,4,24,2608,-84
1949,4,25,2524,-49
1949,4,26,2475,73
1949,4,27,2548,-32
1949,4,28,2516,-80
1949,4,29,2436,18
1949,4,30,2454,26
1949,5,1,2480,-50
1949,5,2,2430,42
1949,5,3,2472,-26
1949,5,4,2446,34
1949,5,5,2480,82
1949,5,6,2562,57
1949,5,7,2619,-52
1949,5,8,2567,-13
1949,5,9,2554,65
1949,5,10,2619,5
1949,5,11,2624,74
1949,5,12,2698,-109
1949,5,13,2589,-67
1949,5,14,2522,-4
1949,5,15,2518,-9
1949,5,16,2509,-20
1949,5,17,2489,6
1949,5,18,2495,45
1949,5,19,2540,96
1949,5,20,2636,8
1949,5,21,2644,-72
1949,5,22,2572,51
1949,5,23,2623,20
1949,5,24,2643,57
1949,5,25,2700,-44
1949,5,26,2656,38
1949,5,27,2694,-60
1949,5,28,2634,-80
1949,5,29,2554,-11
1949,5,30,2543,-13
1949,5,31,2530,-15
1949,6,1,2515,-9
1949,6,2,2506,-42
1949,6,3,2464,-46
1949,6,4,2418,87
1949,6,5,2505,104
1949,6,6,2609,16
1949,6,7,2625,-74
1949,6,8,2551,-78
1949,6,9,2473,-42
1949,6,10,2431,36
1949,6,11,2467,38
1949,6,12,2505,19
1949,6,13,2524,-61
1949,6,14,2463,-20
1949,6,15,2443,24
1949,6,16,2467,13
1949,6,17,2480,-18
1949,6,18,2462,-3
1949,6,19,2459,63
1949,6,20,2522,89
1949,6,21,2611,68
1949,6,22,2679,-31
1949,6,23,2648,-36
1949,6,24,2612,9
1949,6,25,2621,14
1949,6,26,2635,57
1949,6,27,2692,-44
1949,6,28,2648,-95
1949,6,29,2553,-18
1949,6,30,2535,-8
1949,7,1,2527,-33
1949,7,2,2494,31
1949,7,3,2525,52
1949,7,4,2577,12
1949,7,5,2589,-2
1949,7,6,2587,-5
1949,7,7,2582,-37
1949,7,8,2545,-53
1949,7,9,2492,29
1949,7,10,2521,21
1949,7,11,2542,4
1949,7,12,2546,45
1949,7,13,2591,33
1949,7,14,2624,-6
1949,7,15,2618,-35
1949,7,16,2583,-28
1949,7,17,2555,7
1949,7,18,2562,1
1949,7,19,2563,3
1949,7,20,2566,-24
1949,7,21,2542,52
1949,7,22,2594,-18
1949,7,23,2576,-59
1949,7,24,2517,58
1949,7,25,2575,14
1949,7,26,2589,-24
1949,7,27,2565,6
1949,7,28,2571,27
1949,7,29,2598,30
1949,7,30,2628,2
1949,7,31,2630,-39
1949,8,1,2591,2
1949,8,2,2593,18
1949,8,3,2611,-26
1949,8,4,2585,-19
1949,8,5,2566,-5
1949,8,6,2561,-6
1949,8,7,2555,-10
1949,8,8,2545,22
1949,8,9,2567,70
1949,8,10,2637,17
1949,8,11,2654,20
1949,8,12,2674,10
1949,8,13,2684,-17
1949,8,14,2667,-47
1949,8,15,2620,-38
1949,8,16,2582,-21
1949,8,17,2561,83
1949,8,18,2644,95
1949,8,19,2739,-159
1949,8,20,2580,-97
1949,8,21,2483,28
1949,8,22,2511,41
1949,8,23,2552,45
1949,8,24,2597,-3
1949,8,25,2594,-42
1949,8,26,2552,26
1949,8,27,2578,24
1949,8,28,2602,15
1949,8,29,2617,-60
1949,8,30,2557,27
1949,8,31,2584,42
1949,9,1,2626,-133
1949,9,2,2493,-35
1949,9,3,2458,36
1949,9,4,2494,26
1949,9,5,2520,-12
1949,9,6,2508,-18
1949,9,7,2490,73
1949,9,8,2563,42
1949,9,9,2605,-76
1949,9,10,2529,-53
1949,9,11,2476,-35
1949,9,12,2441,14
1949,9,13,2455,104
1949,9,14,2559,3
1949,9,15,2562,0
1949,9,16,2562,7
1949,9,17,2569,3
1949,9,18,2572,62
1949,9,19,2634,17
1949,9,20,2651,-65
1949,9,21,2586,17
1949,9,22,2603,53
1949,9,23,2656,-114
1949,9,24,2542,-56
1949,9,25,2486,-31
1949,9,26,2455,29
1949,9,27,2484,132
1949,9,28,2616,42
1949,9,29,2658,-86
1949,9,30,2572,-126
1949,10,1,2446,8
1949,10,2,2454,-2
1949,10,3,2452,-18
1949,10,4,2434,62
1949,10,5,2496,-11
1949,10,6,2485,35
1949,10,7,2520,47
1949,10,8,2567,-4
1949,10,9,2563,2
1949,10,10,2565,58
1949,10,11,2623,-66
1949,10,12,2557,-13
1949,10,13,2544,-10
1949,10,14,2534,22
1949,10,15,2556,112
1949,10,16,2668,-64
1949,10,17,2604,1
1949,10,18,2605,145
1949,10,19,2750,47
1949,10,20,2797,-60
1949,10,21,2737,-70
1949,10,22,2667,-107
1949,10,23,2560,-24
1949,10,24,2536,35
1949,10,25,2571,-5
1949,10,26,2566,-167
1949,10,27,2399,-14
1949,10,28,2385,89
1949,10,29,2474,115
1949,10,30,2589,48
1949,10,31,2637,-64
1949,11,1,2573,116
1949,11,2,2689,-76
1949,11,3,2613,67
1949,11,4,2680,-83
1949,11,5,2597,-18
1949,11,6,2579,18
1949,11,7,2597,-1
1949,11,8,2596,-52
1949,11,9,2544,-14
1949,11,10,2530,62
1949,11,11,2592,32
1949,11,12,2624,-24
1949,11,13,2600,85
1949,11,14,2685,-29
1949,11,15,2656,17
1949,11,16,2673,-29
1949,11,17,2644,-126
1949,11,18,2518,36
1949,11,19,2554,51
1949,11,20,2605,-47
1949,11,21,2558,70
1949,11,22,2628,-101
1949,11,23,2527,-90
1949,11,24,2437,276
1949,11,25,2713,-47
1949,11,26,2666,-103
1949,11,27,2563,61
1949,11,28,2624,40
1949,11,29,2664,-14
1949,11,30,2650,-70
1949,12,1,2580,-47
1949,12,2,2533,127
1949,12,3,2660,55
1949,12,4,2715,-111
1949,12,5,2604,-102
1949,12,6,2502,4
1949,12,7,2506,-57
1949,12,8,2449,-98
1949,12,9,2351,-12
1949,12,10,2339,11
1949,12,11,2350,33
1949,12,12,2383,-8
1949,12,13,2375,35
1949,12,14,2410,52
1949,12,15,2462,4
1949,12,16,2466,-76
1949,12,17,2390,-17
1949,12,18,2373,66
1949,12,19,2439,34
1949,12,20,2473,11
1949,12,21,2484,-13
1949,12,22,2471,36
1949,12,23,2507,-104
1949,12,24,2403,-93
1949,12,25,2310,10
1949,12,26,2320,94
1949,12,27,2414,-36
1949,12,28,2378,-196
1949,12,29,2182,41
1949,12,30,2223,279
1949,12,31,2502,11
1950,1,1,2513,-7
1950,1,2,2506,54
1950,1,3,2560,-76
1950,1,4,2484,-102
1950,1,5,2382,163
1950,1,6,2545,83
1950,1,7,2628,-183
1950,1,8,2445,22
1950,1,9,2467,145
1950,1,10,2612,-193
1950,1,11,2419,-196
1950,1,12,2223,244
1950,1,13,2467,-28
1950,1,14,2439,-120
1950,1,15,2319,160
1950,1,16,2479,-299
1950,1,17,2180,169
1950,1,18,2349,70
1950,1,19,2419,-29
1950,1,20,2390,22
1950,1,21,2412,70
1950,1,22,2482,53
1950,1,23,2535,52
1950,1,24,2587,2
1950,1,25,2589,-171
1950,1,26,2418,-4
1950,1,27,2414,16
1950,1,28,2430,49
1950,1,29,2479,-46
1950,1,30,2433,127
1950,1,31,2560,-21
1950,2,1,2539,-29
1950,2,2,2510,-38
1950,2,3,2472,-106
1950,2,4,2366,19
1950,2,5,2385,109
1950,2,6,2494,106
1950,2,7,2600,-62
1950,2,8,2538,-68
1950,2,9,2470,22
1950,2,10,2492,117
1950,2,11,2609,-86
1950,2,12,2523,-114
1950,2,13,2409,90
1950,2,14,2499,214
1950,2,15,2713,44
1950,2,16,2757,-144
1950,2,17,2613,-60
1950,2,18,2553,7
1950,2,19,2560,-84
1950,2,20,2476,-183
1950,2,21,2293,185
1950,2,22,2478,285
1950,2,23,2763,-305
1950,2,24,2458,-138
1950,2,25,2320,21
1950,2,26,2341,145
1950,2,27,2486,7
1950,2,28,2493,43
1950,3,1,2536,-140
1950,3,2,2396,-196
1950,3,3,2200,35
1950,3,4,2235,75
1950,3,5,2310,-35
1950,3,6,2275,-22
1950,3,7,2253,235
1950,3,8,2488,-38
1950,3,9,2450,-339
1950,3,10,2111,104
1950,3,11,2215,172
1950,3,12,2387,180
1950,3,13,2567,13
1950,3,14,2580,-235
1950,3,15,2345,15
1950,3,16,2360,158
1950,3,17,2518,-61
1950,3,18,2457,-175
1950,3,19,2282,16
1950,3,20,2298,83
1950,3,21,2381,107
1950,3,22,2488,280
1950,3,23,2768,1
1950,3,24,2769,-196
1950,3,25,2573,-92
1950,3,26,2481,49
1950,3,27,2530,103
1950,3,28,2633,-45
1950,3,29,2588,-140
1950,3,30,2448,-16
1950,3,31,2432,138
1950,4,1,2570,-71
1950,4,2,2499,-30
1950,4,3,2469,-9
1950,4,4,2460,8
1950,4,5,2468,-44
1950,4,6,2424,279
1950,4,7,2703,197
1950,4,8,2900,-369
1950,4,9,2531,-144
1950,4,10,2387,88
1950,4,11,2475,122
1950,4,12,2597,55
1950,4,13,2652,29
1950,4,14,2681,-108
1950,4,15,2573,-91
1950,4,16,2482,29
1950,4,17,2511,4
1950,4,18,2515,-34
1950,4,19,2481,52
1950,4,20,2533,45
1950,4,21,2578,-100
1950,4,22,2478,5
1950,4,23,2483,43
1950,4,24,2526,-41
1950,4,25,2485,51
1950,4,26,2536,2
1950,4,27,2538,-40
1950,4,28,2498,-52
1950,4,29,2446,-62
1950,4,30,2384,50
1950,5,1,2434,43
1950,5,2,2477,-54
1950,5,3,2423,20
1950,5,4,2443,15
1950,5,5,2458,11
1950,5,6,2469,-73
1950,5,7,2396,-91
1950,5,8,2305,24
1950,5,9,2329,68
1950,5,10,2397,9
1950,5,11,2406,60
1950,5,12,2466,75
1950,5,13,2541,-29
1950,5,14,2512,-20
1950,5,15,2492,87
1950,5,16,2579,-36
1950,5,17,2543,-58
1950,5,18,2485,34
1950,5,19,2519,84
1950,5,20,2603,-32
1950,5,21,2571,-82
1950,5,22,2489,-67
1950,5,23,2422,30
1950,5,24,2452,9
1950,5,25,2461,7
1950,5,26,2468,32
1950,5,27,2500,-26
1950,5,28,2474,5
1950,5,29,2479,25
1950,5,30,2504,44
1950,5,31,2548,-7
1950,6,1,2541,-88
1950,6,2,2453,-28
1950,6,3,2425,72
1950,6,4,2497,27
1950,6,5,2524,-3
1950,6,6,2521,-26
1950,6,7,2495,-47
1950,6,8,2448,-14
1950,6,9,2434,45
1950,6,10,2479,24
1950,6,11,2503,-79
1950,6,12,2424,-142
1950,6,13,2282,87
1950,6,14,2369,124
1950,6,15,2493,24
1950,6,16,2517,74
1950,6,17,2591,-88
1950,6,18,2503,11
1950,6,19,2514,65
1950,6,20,2579,-12
1950,6,21,2567,-70
1950,6,22,2497,-13
1950,6,23,2484,102
1950,6,24,2586,65
1950,6,25,2651,-1
1950,6,26,2650,11
1950,6,27,2661,-14
1950,6,28,2647,-47
1950,6,29,2600,5
1950,6,30,2605,-26
1950,7,1,2579,-69
1950,7,2,2510,20
1950,7,3,2530,52
1950,7,4,2582,28
1950,7,5,2610,26
1950,7,6,2636,-33
1950,7,7,2603,-69
1950,7,8,2534,-18
1950,7,9,2516,-23
1950,7,10,2493,-16
1950,7,11,2477,17
1950,7,12,2494,71
1950,7,13,2565,3
1950,7,14,2568,-82
1950,7,15,2486,-15
1950,7,16,2471,41
1950,7,17,2512,81
1950,7,18,2593,0
1950,7,19,2593,-20
1950,7,20,2573,-11
1950,7,21,2562,-14
1950,7,22,2548,-23
1950,7,23,2525,-12
1950,7,24,2513,51
1950,7,25,2564,2
1950,7,26,2566,1
1950,7,27,2567,37
1950,7,28,2604,22
1950,7,29,2626,-20
1950,7,30,2606,-32
1950,7,31,2574,-13
1950,8,1,2561,-8
1950,8,2,2553,20
1950,8,3,2573,6
1950,8,4,2579,16
1950,8,5,2595,29
1950,8,6,2624,-9
1950,8,7,2615,-30
1950,8,8,2585,-31
1950,8,9,2554,-11
1950,8,10,2543,0
1950,8,11,2543,-3
1950,8,12,2540,11
1950,8,13,2551,8
1950,8,14,2559,1
1950,8,15,2560,-29
1950,8,16,2531,3
1950,8,17,2534,-2
1950,8,18,2532,33
1950,8,19,2565,83
1950,8,20,2648,-20
1950,8,21,2628,-63
1950,8,22,2565,4
1950,8,23,2569,-33
1950,8,24,2536,8
1950,8,25,2544,18
1950,8,26,2562,-21
1950,8,27,2541,-20
1950,8,28,2521,37
1950,8,29,2558,25
1950,8,30,2583,-1
1950,8,31,2582,-7
1950,9,1,2575,17
1950,9,2,2592,60
1950,9,3,2652,7
1950,9,4,2659,-23
1950,9,5,2636,-73
1950,9,6,2563,-50
1950,9,7,2513,50
1950,9,8,2563,14
1950,9,9,2577,-54
1950,9,10,2523,254
1950,9,11,2777,369
1950,9,12,3146,-262
1950,9,13,2884,-210
1950,9,14,2674,13
1950,9,15,2687,0
1950,9,16,2687,-102
1950,9,17,2585,-32
1950,9,18,2553,1
1950,9,19,2554,72
1950,9,20,2626,40
1950,9,21,2666,62
1950,9,22,2728,48
1950,9,23,2776,-137
1950,9,24,2639,-105
1950,9,25,2534,-32
1950,9,26,2502,-16
1950,9,27,2486,10
1950,9,28,2496,-1
1950,9,29,2495,0
1950,9,30,2495,31
1950,10,1,2526,27
1950,10,2,2553,-32
1950,10,3,2521,90
1950,10,4,2611,-11
1950,10,5,2600,-70
1950,10,6,2530,1
1950,10,7,2531,-7
1950,10,8,2524,60
1950,10,9,2584,211
1950,10,10,2795,52
1950,10,11,2847,-81
1950,10,12,2766,-92
1950,10,13,2674,-177
1950,10,14,2497,-33
1950,10,15,2464,-2
1950,10,16,2462,-31
1950,10,17,2431,32
1950,10,18,2463,130
1950,10,19,2593,-23
1950,10,20,2570,-57
1950,10,21,2513,127
1950,10,22,2640,145
1950,10,23,2785,-10
1950,10,24,2775,-51
1950,10,25,2724,-142
1950,10,26,2582,-65
1950,10,27,2517,36
1950,10,28,2553,-11
1950,10,29,2542,42
1950,10,30,2584,29
1950,10,31,2613,70
1950,11,1,2683,70
1950,11,2,2753,-21
1950,11,3,2732,67
1950,11,4,2799,-27
1950,11,5,2772,-189
1950,11,6,2583,-12
1950,11,7,2571,10
1950,11,8,2581,69
1950,11,9,2650,5
1950,11,10,2655,-57
1950,11,11,2598,-23
1950,11,12,2575,-35
1950,11,13,2540,-46
1950,11,14,2494,-22
1950,11,15,2472,63
1950,11,16,2535,126
1950,11,17,2661,-20
1950,11,18,2641,-118
1950,11,19,2523,77
1950,11,20,2600,77
1950,11,21,2677,-188
1950,11,22,2489,-17
1950,11,23,2472,133
1950,11,24,2605,387
1950,11,25,2992,188
1950,11,26,3180,-295
1950,11,27,2885,-67
1950,11,28,2818,-67
1950,11,29,2751,-114
1950,11,30,2637,-35
1950,12,1,2602,-66
1950,12,2,2536,63
1950,12,3,2599,152
1950,12,4,2751,-42
1950,12,5,2709,-158
1950,12,6,2551,79
1950,12,7,2630,140
1950,12,8,2770,3
1950,12,9,2773,-48
1950,12,10,2725,100
1950,12,11,2825,-54
1950,12,12,2771,-180
1950,12,13,2591,-23
1950,12,14,2568,63
1950,12,15,2631,148
1950,12,16,2779,-75
1950,12,17,2704,-26
1950,12,18,2678,-111
1950,12,19,2567,-89
1950,12,20,2478,75
1950,12,21,2553,-93
1950,12,22,2460,50
1950,12,23,2510,170
1950,12,24,2680,-138
1950,12,25,2542,-116
1950,12,26,2426,65
1950,12,27,2491,-54
1950,12,28,2437,133
1950,12,29,2570,61
1950,12,30,2631,-14
1950,12,31,2617,-39
1951,1,1,2578,-88
1951,1,2,2490,6
1951,1,3,2496,11
1951,1,4,2507,-135
1951,1,5,2372,59
1951,1,6,2431,250
1951,1,7,2681,58
1951,1,8,2739,-245
1951,1,9,2494,-23
1951,1,10,2471,102
1951,1,11,2573,14
1951,1,12,2587,21
1951,1,13,2608,7
1951,1,14,2615,129
1951,1,15,2744,-232
1951,1,16,2512,6
1951,1,17,2518,124
1951,1,18,2642,-18
1951,1,19,2624,-5
1951,1,20,2619,-18
1951,1,21,2601,-205
1951,1,22,2396,15
1951,1,23,2411,223
1951,1,24,2634,38
1951,1,25,2672,5
1951,1,26,2677,-229
1951,1,27,2448,-83
1951,1,28,2365,176
1951,1,29,2541,-84
1951,1,30,2457,37
1951,1,31,2494,134
1951,2,1,2628,-207
1951,2,2,2421,-20
1951,2,3,2401,170
1951,2,4,2571,-83
1951,2,5,2488,-15
1951,2,6,2473,189
1951,2,7,2662,-201
1951,2,8,2461,-280
1951,2,9,2181,180
1951,2,10,2361,89
1951,2,11,2450,38
1951,2,12,2488,13
1951,2,13,2501,-25
1951,2,14,2476,-19
1951,2,15,2457,-107
1951,2,16,2350,-6
1951,2,17,2344,161
1951,2,18,2505,58
1951,2,19,2563,77
1951,2,20,2640,70
1951,2,21,2710,50
1951,2,22,2760,-130
1951,2,23,2630,-29
1951,2,24,2601,91
1951,2,25,2692,-30
1951,2,26,2662,10
1951,2,27,2672,63
1951,2,28,2735,-34
1951,3,1,2701,-5
1951,3,2,2696,88
1951,3,3,2784,-14
1951,3,4,2770,-115
1951,3,5,2655,-101
1951,3,6,2554,43
1951,3,7,2597,62
1951,3,8,2659,-14
1951,3,9,2645,-45
1951,3,10,2600,253
1951,3,11,2853,157
1951,3,12,3010,-160
1951,3,13,2850,4
1951,3,14,2854,-15
1951,3,15,2839,-115
1951,3,16,2724,-53
1951,3,17,2671,-53
1951,3,18,2618,-14
1951,3,19,2604,7
1951,3,20,2611,-67
1951,3,21,2544,69
1951,3,22,2613,8
1951,3,23,2621,-2
1951,3,24,2619,-103
1951,3,25,2516,-88
1951,3,26,2428,-55
1951,3,27,2373,30
1951,3,28,2403,64
1951,3,29,2467,45
1951,3,30,2512,97
1951,3,31,2609,-24
1951,4,1,2585,38
1951,4,2,2623,123
1951,4,3,2746,-65
1951,4,4,2681,-72
1951,4,5,2609,10
1951,4,6,2619,31
1951,4,7,2650,11
1951,4,8,2661,51
1951,4,9,2712,2
